[15:26:18] [main/ERROR]: Can't find the resource index file: C:\Users\Tobias\.gradle\caches\minecraft\assets\indexes\{ASSET_INDEX}.json
[15:27:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:04] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:05] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:06] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:11] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:11] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:11] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:11] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:11] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:12] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:13] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:14] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:15] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:16] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:17] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:18] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:19] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:20] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:21] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.gravel
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[15:27:22] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.slime.big
[15:27:22] [Server thread/INFO]: Saving and pausing game...
[15:27:22] [Server thread/INFO]: Saving chunks for level 'New World'/Overworld
[15:27:22] [Server thread/INFO]: Saving chunks for level 'New World'/Nether
[15:27:22] [Server thread/INFO]: Saving chunks for level 'New World'/The End
[15:27:23] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[15:27:23] [Server thread/INFO]: Stopping server
[15:27:23] [Server thread/INFO]: Saving players
[15:27:23] [Server thread/INFO]: Saving worlds
[15:27:23] [Server thread/INFO]: Saving chunks for level 'New World'/Overworld
[15:27:23] [Server thread/INFO]: Saving chunks for level 'New World'/Nether
[15:27:23] [Server thread/INFO]: Saving chunks for level 'New World'/The End
[15:27:24] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[15:27:26] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[15:27:26] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[15:27:26] [Client thread/INFO]: Stopping!
